transaction_id,customer_id,bank_id,amount,currency,date,location,is_high_risk,is_valid_bank_id
81,819,947,8982.05,USD,2024-04-29,Lake Shawnfort,False,True
82,643,781,4822.18,USD,2024-09-18,Port Nancy,True,True
83,9,537,5831.24,USD,2024-08-02,Baileyport,True,True
84,712,383,5724.24,USD,2024-03-08,Ianstad,False,True
85,685,90,6794.99,USD,2024-02-16,West Anthony,False,True
86,431,101,5795.6,USD,2024-02-19,Colleenburgh,False,True
87,715,766,4835.44,USD,2024-05-12,Davidhaven,True,True
88,966,52,8320.39,USD,2024-01-15,North Sheila,True,True
89,161,381,7020.76,USD,2024-08-02,Port Brent,True,True
90,193,803,625.95,USD,2024-07-21,Wrightmouth,False,True
91,152,739,582.94,USD,2024-08-19,Youngville,False,True
92,438,985,2511.98,USD,2024-07-31,West Jamesside,False,True
93,955,201,3331.77,USD,2024-11-19,Garzafurt,True,True
94,493,872,7730.8,USD,2024-09-17,Foxmouth,False,True
95,252,519,5938.74,USD,2024-01-23,North Kristen,True,True
96,611,812,6738.35,USD,2024-10-28,Julianbury,True,True
97,67,560,2719.25,USD,2024-01-23,Waltersshire,False,True
98,239,760,2630.61,USD,2024-05-26,Lawrencemouth,True,True
99,34,355,9074.28,USD,2024-04-14,Samuelton,False,True
100,552,697,9805.83,USD,2023-12-04,Harrisontown,False,True
101,150,793,9183.25,USD,2024-02-25,South Alexa,True,True
102,85,950,3786.84,USD,2024-05-01,Port Clinton,True,True
103,437,520,4144.91,USD,2024-08-30,East James,False,True
104,793,804,8028.85,USD,2023-12-01,Sarahport,False,True
105,115,356,2313.52,USD,2024-04-05,East Marcborough,True,True
106,173,750,9735.81,USD,2023-11-23,Solischester,False,True
107,939,622,520.42,USD,2024-11-19,Morganville,True,True
108,669,113,3150.06,USD,2024-11-14,New Timothy,True,True
109,545,388,2273.83,USD,2024-07-09,Christopherhaven,True,True
110,622,497,3261.11,USD,2024-09-21,Port Jessicaville,False,True
111,636,93,8907.32,USD,2024-03-04,New Mary,False,True
112,175,715,2991.98,USD,2024-01-31,Jimenezchester,False,True
113,503,849,6850.81,USD,2024-06-16,Danielmouth,True,True
114,645,924,7054.76,USD,2023-11-26,Salazarfort,False,True
115,547,802,1138.43,USD,2024-04-09,Morrisstad,False,True
116,916,749,4305.09,USD,2024-09-04,Ryanberg,True,True
117,271,919,6545.82,USD,2024-01-15,South Vanessa,False,True
118,665,255,3322.32,USD,2023-12-23,West William,False,True
119,978,675,5689.5,USD,2024-05-06,West Christine,True,True
120,11,502,5631.9,USD,2024-10-11,South Derek,False,True
121,343,1003,903.03,USD,2024-11-07,Mariamouth,False,True
122,196,684,9020.73,USD,2024-11-04,Pamelamouth,True,True
123,54,990,6669.07,USD,2024-06-12,North Robert,False,True
124,268,254,8579.15,USD,2024-08-25,West Amandaborough,False,True
125,952,605,663.35,USD,2024-03-15,West Benjaminside,True,True
126,314,775,4543.01,USD,2023-12-03,New Cristinafurt,False,True
127,851,397,6121.95,USD,2024-10-29,New Tylerstad,False,True
128,143,441,9480.34,USD,2024-10-06,Lake Ashley,False,True
129,849,788,5801.69,USD,2024-10-30,New Christy,True,True
130,536,244,1289.07,USD,2024-11-04,New Mollyland,True,True
131,616,843,9411.5,USD,2024-01-30,Walkerstad,False,True
132,562,922,3690.23,USD,2024-09-23,New Johnborough,False,True
133,75,87,6931.67,USD,2024-03-06,Owenburgh,False,True
134,802,812,6790.96,USD,2024-07-13,Robertview,False,True
135,839,299,700.83,USD,2023-12-07,East Priscillaville,False,True
136,549,74,5899.61,USD,2024-04-09,New Yeseniaville,True,True
137,60,614,2136.09,USD,2024-05-12,East Douglasshire,False,True
138,7,968,4133.14,USD,2024-06-10,East Nicoleland,True,True
139,671,309,2862.95,USD,2024-09-02,New Michael,True,True
140,899,1007,4093.14,USD,2024-04-21,South Colton,True,True
141,199,547,7797.02,USD,2024-05-08,Smithshire,True,True
142,298,991,7764.82,USD,2024-09-22,Walshton,False,True
143,356,58,9319.83,USD,2024-10-25,Fosterville,False,True
144,248,765,6183.03,USD,2024-02-29,Johnsonhaven,True,True
145,867,483,1524.59,USD,2023-12-01,Port Charles,False,True
146,965,961,26.65,USD,2024-04-01,Lake Hannah,False,True
147,930,986,1591.87,USD,2024-06-06,Mcdanielland,True,True
148,431,525,6655.74,USD,2024-05-28,Lake Amandaside,True,True
149,93,680,9593.95,USD,2024-11-05,Jamesshire,False,True
150,841,328,7183.23,USD,2024-01-13,New Elijahfurt,False,True
151,585,871,8389.31,USD,2024-04-19,Michaelhaven,True,True
152,174,134,1884.82,USD,2024-11-18,Kimton,True,True
153,424,485,9019.9,USD,2024-01-16,North Shawnmouth,False,True
154,809,751,8457.56,USD,2024-10-31,Holtberg,True,True
155,785,167,4329.02,USD,2024-07-17,Josephfurt,True,True
156,559,49,8011.53,USD,2024-04-12,Josephton,True,True
157,201,87,2103.3,USD,2024-08-23,Steelemouth,True,True
158,136,60,5139.22,USD,2024-07-07,North Charlesburgh,False,True
159,120,654,4025.26,USD,2024-04-29,New Cristian,True,True
160,822,955,251.09,USD,2024-11-07,Matthewville,True,True
161,118,237,9383.67,USD,2024-07-31,South Johnnyton,False,True
162,958,393,1077.9,USD,2024-08-16,Port Heatherton,False,True
163,169,215,1995.04,USD,2024-01-22,Christinahaven,False,True
164,1,10,5185.75,USD,2024-02-18,Port Danielshire,False,True
165,625,230,8845.4,USD,2024-06-17,South Ryan,True,True
166,208,999,4210.36,USD,2023-12-24,Gordonfort,False,True
167,776,308,2158.33,USD,2024-10-02,West Aaronchester,False,True
168,626,1003,4136.61,USD,2024-07-02,Port Johnmouth,True,True
169,748,39,1556.59,USD,2024-01-15,New Sarah,True,True
170,816,999,1015.55,USD,2024-04-30,North Michael,True,True
171,442,875,7084.1,USD,2024-01-18,East Emilyview,True,True
172,350,600,6001.63,USD,2024-11-08,Larryside,True,True
173,752,819,4676.44,USD,2024-05-06,Jillmouth,False,True
174,457,546,3302.83,USD,2024-10-08,Hillside,True,True
175,19,399,3355.63,USD,2024-02-16,Francesstad,True,True
176,72,995,6493.33,USD,2024-03-29,Perryhaven,True,True
177,139,48,5452.55,USD,2024-06-19,Lake Stevenberg,False,True
178,357,898,9995.9,USD,2024-11-16,Hudsonborough,True,True
179,294,49,8710.94,USD,2024-09-21,Scottbury,True,True
180,540,19,31.68,USD,2024-03-15,North Suzanne,False,True
181,537,982,3131.17,USD,2024-02-18,East Sarafurt,True,True
182,798,393,7436.33,USD,2024-07-07,West Travis,True,True
183,784,807,7294.25,USD,2024-04-05,Forbesmouth,True,True
184,850,528,7931.63,USD,2024-04-24,Garrettchester,False,True
185,481,713,9104.14,USD,2024-02-21,Goodwinfurt,True,True
186,926,301,784.93,USD,2024-05-27,Lake Natashaport,False,True
187,488,58,1585.55,USD,2024-04-14,Emilyfort,True,True
188,930,5,9855.67,USD,2024-07-12,Brianville,False,True
189,789,649,2872.43,USD,2024-03-30,Mitchellview,False,True
190,466,330,2515.53,USD,2024-04-24,Brianville,False,True
191,169,1007,3017.12,USD,2024-04-04,South Brianland,True,True
192,608,933,831.12,USD,2023-12-30,North Kaitlynhaven,True,True
193,667,670,1497.7,USD,2024-03-14,Lewisbury,False,True
194,376,736,7312.29,USD,2024-08-31,Sandratown,False,True
195,831,138,592.82,USD,2024-01-22,North Thomas,True,True
196,553,789,6954.15,USD,2023-12-18,Barrettmouth,True,True
197,394,107,9172.74,USD,2024-04-11,Nicholasland,False,True
198,31,721,8488.58,USD,2024-08-18,Rachelstad,False,True
199,431,54,1932.25,USD,2024-08-30,Evanstown,True,True
200,224,854,6821.33,USD,2024-03-05,Port Michele,True,True
201,429,294,682.06,USD,2024-09-18,West Denise,False,True
202,53,410,823.07,USD,2024-04-08,North Matthewchester,True,True
203,47,765,2714.18,USD,2024-02-15,Sharontown,True,True
204,800,164,6004.44,USD,2024-05-18,New Jenniferbury,True,True
205,941,147,3343.46,USD,2024-09-02,New Christine,False,True
206,887,499,7506.58,USD,2024-05-14,Port Nicholasshire,True,True
207,806,666,1190.01,USD,2024-04-15,Lake Stacey,True,True
208,433,110,6391.3,USD,2024-02-16,East Heather,False,True
209,681,545,8462.91,USD,2023-11-28,New Robert,False,True
210,156,218,14.37,USD,2024-05-30,South Gabriela,True,True
211,980,111,8721.51,USD,2023-12-11,West Faith,True,True
212,414,938,3554.49,USD,2024-10-01,Gonzalezfurt,False,True
213,956,939,8857.61,USD,2024-10-22,Patriciaport,False,True
214,400,746,4037.01,USD,2024-06-07,South Elizabethside,True,True
215,39,846,6524.94,USD,2024-08-05,Coxtown,False,True
216,989,879,6409.55,USD,2024-06-18,West Lisaborough,True,True
217,777,297,5067.72,USD,2024-07-13,South Shannonton,False,True
218,853,850,6649.57,USD,2024-11-03,Coleland,False,True
219,881,324,9397.79,USD,2024-05-18,Freemanhaven,False,True
220,268,554,1806.41,USD,2024-04-11,Haleyville,True,True
221,400,962,1070.63,USD,2024-10-28,Lake Nicoleburgh,False,True
222,536,739,2692.99,USD,2024-09-06,Hardyborough,True,True
223,534,666,8269.02,USD,2023-11-23,East Laurie,True,True
224,464,123,4875.58,USD,2024-09-18,Lake Patrickside,True,True
225,850,341,894.85,USD,2024-10-15,North Frankside,False,True
226,834,199,6060.93,USD,2024-11-01,South Tyler,True,True
227,4,873,6185.55,USD,2024-11-19,West Elizabethchester,False,True
228,268,314,8119.76,USD,2024-03-09,Port Jonathan,False,True
229,941,588,9505.54,USD,2024-09-19,Browntown,True,True
230,79,808,2103.46,USD,2024-07-16,Christopherhaven,False,True
231,117,162,1472.6,USD,2024-10-05,Lopezshire,True,True
232,176,123,7954.56,USD,2024-02-05,Briannahaven,True,True
233,614,386,6886.38,USD,2024-08-06,Lake Michael,False,True
234,348,44,4915.54,USD,2024-10-15,West Diane,True,True
235,159,804,9831.19,USD,2024-05-13,New Stephanie,False,True
236,447,128,8230.38,USD,2024-06-08,North Autumnburgh,False,True
237,134,1,3790.68,USD,2024-01-05,North Ronald,False,True
238,611,677,4561.89,USD,2024-10-04,New Richardview,True,True
239,10,500,3298.52,USD,2024-08-30,East Scott,True,True
240,434,594,2428.29,USD,2024-08-28,Reyesberg,False,True
241,739,704,8464.68,USD,2024-07-12,Port Stevenberg,False,True
242,177,875,7309.8,USD,2023-12-26,Brandonland,True,True
243,639,508,4805.8,USD,2024-08-05,Joeshire,True,True
244,212,66,7005.88,USD,2024-09-17,Williamfort,True,True
245,249,30,2555.26,USD,2024-10-22,New Jonathan,True,True
246,687,250,5164.46,USD,2024-05-22,New Andrew,True,True
247,445,956,1549.96,USD,2024-05-01,New Zachary,False,True
248,670,223,2428.46,USD,2024-05-16,Lake Andrewton,False,True
249,911,997,3963.45,USD,2024-09-02,New Danielle,True,True
250,913,601,5122.28,USD,2024-01-09,Wilsonview,False,True
251,707,196,1822.57,USD,2024-01-27,South Breannafurt,True,True
252,468,267,4613.5,USD,2024-05-06,Rebeccabury,False,True
253,542,125,4914.22,USD,2024-11-17,Kyleville,False,True
254,580,322,460.83,USD,2024-04-14,Mathewsstad,False,True
255,245,164,4948.03,USD,2024-07-07,East Paigefurt,True,True
256,458,479,8445.78,USD,2024-05-07,Port Markmouth,True,True
257,146,748,1571.33,USD,2024-09-21,North John,True,True
258,46,976,177.53,USD,2024-06-20,East Matthew,False,True
259,713,265,5561.8,USD,2023-12-01,South Rickeyville,False,True
260,987,355,2042.59,USD,2024-05-15,South Briannaport,False,True
261,841,900,349.8,USD,2024-06-16,Maldonadobury,False,True
262,199,767,1280.33,USD,2024-08-27,Brucefort,True,True
263,299,627,8088.19,USD,2024-02-14,Danielsside,False,True
264,263,960,4503.43,USD,2024-05-29,East Richardville,True,True
265,390,279,715.49,USD,2024-07-11,New Anna,False,True
266,924,176,6913.32,USD,2024-05-20,North Douglas,False,True
267,815,615,231.34,USD,2024-04-22,Lake Danielfort,True,True
268,155,3,4323.75,USD,2024-08-22,Bernardtown,False,True
269,190,766,2147.56,USD,2024-09-21,Lake Andrewborough,True,True
270,593,414,8046.96,USD,2024-11-10,Jonesville,True,True
271,961,944,9821.71,USD,2024-03-12,Jacksontown,False,True
272,732,557,5719.44,USD,2024-11-19,Lake James,False,True
273,28,723,7010.93,USD,2024-07-08,Fisherfort,False,True
274,267,936,5501.76,USD,2024-07-25,Hessport,False,True
275,429,433,8542.36,USD,2024-08-02,East Barbaramouth,True,True
276,505,81,5835.83,USD,2024-07-22,Robertfort,False,True
277,981,146,2569.61,USD,2024-07-09,New Josephborough,False,True
278,44,144,6793.69,USD,2024-10-09,Lake Coryhaven,False,True
279,309,202,6343.65,USD,2023-12-24,Port Robert,True,True
280,223,552,6647.48,USD,2024-03-15,Taylorville,True,True
281,826,730,2299.1,USD,2024-08-01,South Taylorton,False,True
282,691,621,2657.98,USD,2023-12-02,Dianebury,True,True
283,419,137,8953.74,USD,2024-06-23,South Jennifer,False,True
284,525,235,9476.66,USD,2024-02-18,Robinsonland,False,True
285,454,868,291.24,USD,2024-05-19,Port Kenneth,False,True
286,838,511,5490.4,USD,2024-03-08,Jamesborough,True,True
287,301,974,7056.83,USD,2024-03-07,Port Lesliefurt,True,True
288,4,450,3109.66,USD,2024-08-21,Russellland,False,True
289,72,405,7190.82,USD,2024-03-17,North Shannon,True,True
290,127,523,4988.87,USD,2023-12-12,Jonesstad,False,True
291,247,285,5667.24,USD,2024-05-01,New Luishaven,False,True
292,126,395,5438.63,USD,2024-09-30,Williamsborough,True,True
293,400,985,7321.32,USD,2024-02-20,Roytown,False,True
294,551,617,4183.5,USD,2024-04-10,Hunterport,False,True
295,484,533,6888.92,USD,2024-08-24,Lake Jorgefurt,True,True
296,717,260,6939.09,USD,2024-07-06,Lake Amy,False,True
297,351,776,8329.63,USD,2024-07-20,Brendaport,False,True
298,747,787,1804.21,USD,2024-07-09,West Ryan,True,True
299,458,437,5069.65,USD,2024-09-23,Jessicaport,True,True
300,216,848,8480.02,USD,2024-02-24,North Carlosport,False,True
301,439,790,2480.82,USD,2024-11-02,Nathanport,True,True
302,475,610,7181.1,USD,2024-07-16,Stephanieshire,True,True
303,290,545,1095.79,USD,2023-12-09,Bakerside,False,True
304,965,278,5483.55,USD,2024-06-19,Taylorberg,True,True
305,802,947,6191.57,USD,2024-01-03,Ryanton,True,True
306,503,882,3971.53,USD,2024-09-05,Robertborough,False,True
307,586,805,3364.09,USD,2023-11-29,Yodermouth,False,True
308,187,927,5439.16,USD,2024-10-21,Kochville,True,True
309,718,152,1432.47,USD,2024-11-20,New Colin,False,True
310,780,844,1773.87,USD,2024-07-26,East Robert,True,True
311,46,247,2503.9,USD,2024-10-28,West Aaronmouth,True,True
312,267,255,3068.13,USD,2024-07-11,Terriberg,True,True
313,680,612,5933.81,USD,2024-03-14,Scottshire,True,True
314,145,876,8411.99,USD,2024-04-27,Aguirreborough,False,True
315,990,120,2798.56,USD,2024-04-02,Hardinland,False,True
316,56,237,9515.56,USD,2024-04-18,South Jesse,True,True
317,714,202,7879.18,USD,2024-06-07,Mariastad,False,True
318,646,850,6411.68,USD,2024-08-29,East Stacy,False,True
319,222,697,9964.43,USD,2024-04-10,South Wesleyberg,False,True
320,245,282,5498.1,USD,2024-11-17,West Michael,True,True
321,866,575,7262.49,USD,2024-06-22,South Candace,True,True
322,249,147,4906.96,USD,2023-11-28,South Sarahton,False,True
323,429,514,9355.9,USD,2024-01-14,South Brittanychester,True,True
324,594,992,1170.48,USD,2024-11-11,Port Crystalberg,True,True
325,714,602,5466.56,USD,2023-11-26,Hendersonbury,False,True
326,527,463,1976.69,USD,2024-01-08,West Margaret,True,True
327,522,336,2951.02,USD,2024-11-04,Alexistown,False,True
328,592,365,8012.16,USD,2024-03-21,West Kathryn,False,True
329,405,214,9663.3,USD,2024-06-26,North Jessicaberg,True,True
330,714,651,5910.77,USD,2023-12-28,Priceside,True,True
331,519,422,4016.15,USD,2024-02-16,Taylorfort,True,True
332,369,17,9988.13,USD,2024-06-17,Carlosmouth,False,True
333,994,65,1756.98,USD,2024-03-03,Lake Lindaside,False,True
334,402,42,1423.22,USD,2024-10-31,Ellisonborough,False,True
335,344,685,9525.79,USD,2024-08-13,Johnnyville,False,True
336,537,971,5881.23,USD,2024-05-04,Henrytown,False,True
337,343,189,6413.72,USD,2023-12-28,Lake Davidhaven,True,True
338,242,64,2209.98,USD,2024-10-30,Lake Daniel,True,True
339,929,439,9104.47,USD,2024-05-29,Michelleland,False,True
340,295,565,7804.25,USD,2024-06-17,Walkerton,False,True
341,364,884,5852.85,USD,2024-08-02,Jordanchester,False,True
342,424,555,1810.19,USD,2024-08-19,Billyland,True,True
343,963,550,1164.52,USD,2024-05-05,Devonside,True,True
344,929,845,7643.69,USD,2024-08-29,North Clarence,False,True
345,844,775,1439.14,USD,2024-06-20,Katrinamouth,True,True
346,273,870,2024.4,USD,2024-10-10,Melindaland,False,True
347,482,458,3150.25,USD,2023-12-30,Port Cindy,False,True
348,220,25,8740.75,USD,2024-04-23,East Annafurt,False,True
349,944,602,8195.84,USD,2024-06-20,North Bridget,False,True
350,158,304,7536.55,USD,2024-08-05,East Tyler,True,True
351,210,879,6094.4,USD,2024-10-22,Sampsonland,True,True
352,633,500,5704.22,USD,2024-05-19,North Lisa,False,True
353,141,620,4063.65,USD,2024-10-14,Trevorton,True,True
354,667,415,154.93,USD,2023-12-04,New Ashleymouth,True,True
355,664,738,6080.06,USD,2024-09-26,Powellshire,False,True
356,291,789,5144.52,USD,2024-02-05,Stephenmouth,False,True
357,167,306,2639.87,USD,2024-11-08,Kelseychester,True,True
358,120,560,5904.57,USD,2024-05-20,East Christopher,False,True
359,957,988,6103.91,USD,2024-05-24,New Angelaburgh,True,True
360,789,327,3529.98,USD,2024-09-24,East Hannah,False,True
361,683,453,8674.97,USD,2024-05-05,Myersmouth,True,True
362,75,546,1225.22,USD,2024-02-23,East Shaneberg,True,True
363,735,608,5704.01,USD,2024-01-04,Christophertown,True,True
364,484,450,2261.85,USD,2024-07-28,North Edwardstad,True,True
365,517,627,8868.4,USD,2024-05-12,Carterland,False,True
366,178,408,602.48,USD,2024-05-15,Triciaville,True,True
367,708,845,9514.35,USD,2024-09-30,Port Nicoleton,False,True
368,392,36,7227.93,USD,2024-10-28,Farmerborough,False,True
369,513,256,4342.14,USD,2024-01-30,Jasontown,False,True
370,946,745,4449.37,USD,2024-10-09,East Scottmouth,False,True
371,851,504,1372.39,USD,2024-05-17,Markchester,False,True
372,679,185,3924.17,USD,2024-03-29,East Kristinshire,False,True
373,284,906,6981.48,USD,2023-12-06,Kristinfort,True,True
374,24,480,6825.12,USD,2024-08-20,South Gary,True,True
375,771,655,2252.73,USD,2024-10-18,South Carl,False,True
376,412,784,8796.84,USD,2024-11-17,Jamieton,False,True
377,506,148,5776.99,USD,2024-01-30,Terriland,True,True
378,246,943,3111.95,USD,2024-10-25,East Adrianmouth,False,True
379,516,158,7233.76,USD,2024-05-08,Carlosborough,False,True
380,868,48,9931.19,USD,2024-11-16,Rodriguezberg,True,True
381,532,690,6212.61,USD,2024-04-23,West Patrickfurt,False,True
382,4,322,4173.66,USD,2024-01-13,Louisland,False,True
383,883,354,2330.52,USD,2024-11-06,New Andrewview,False,True
384,706,481,6808.62,USD,2024-01-27,Lake Thomas,True,True
385,822,469,6405.71,USD,2024-08-20,South Kyleburgh,True,True
386,689,513,4390.82,USD,2024-07-31,Pattersonside,False,True
387,458,776,7134.84,USD,2024-11-18,Michaelland,False,True
388,650,227,3432.85,USD,2024-09-01,North Danielville,True,True
389,437,235,5192.36,USD,2023-12-01,Jenniferview,True,True
390,523,180,9261.44,USD,2024-05-16,North Joshuastad,False,True
391,907,449,8743.29,USD,2024-09-17,New Kelly,False,True
392,483,691,8077.89,USD,2024-11-13,New Manuelside,True,True
393,819,539,2932.77,USD,2024-09-09,North Kristopherborough,False,True
394,368,761,5704.79,USD,2024-03-01,New Anthony,False,True
395,555,656,5857.3,USD,2024-03-23,Whiteborough,True,True
396,119,518,3114.5,USD,2024-02-25,Lake Crystal,True,True
397,957,720,5760.31,USD,2024-08-24,New Courtneyborough,True,True
398,364,408,6032.56,USD,2024-05-31,Petersonhaven,True,True
399,259,630,5586.2,USD,2024-08-03,New Markstad,True,True
400,892,323,6753.55,USD,2024-06-09,Sarahland,True,True
401,19,45,268.84,USD,2024-05-21,Johnstonmouth,False,True
402,227,817,8394.68,USD,2024-09-14,South Edwin,False,True
403,99,92,1644.99,USD,2024-08-25,Thomasside,False,True
404,742,467,6655.1,USD,2024-09-02,Mindyfort,False,True
405,285,444,6674.15,USD,2024-02-21,Davidmouth,False,True
406,109,487,5939.23,USD,2024-02-28,North Vickishire,False,True
407,475,52,4782.78,USD,2024-08-22,Kimview,True,True
408,797,652,4704.76,USD,2024-08-20,West Sharonburgh,True,True
409,626,941,7486.47,USD,2023-12-13,Atkinschester,True,True
410,837,712,2593.23,USD,2024-08-28,Cruzberg,False,True
411,870,211,3973.95,USD,2024-04-01,Mooremouth,False,True
412,611,699,4150.01,USD,2024-07-10,Monroehaven,True,True
413,713,368,9953.66,USD,2024-01-22,West Kathyhaven,False,True
414,864,160,2697.79,USD,2024-10-25,Josephfurt,False,True
415,804,730,6134.69,USD,2024-02-18,West Aaron,False,True
416,821,556,905.28,USD,2024-10-14,Christineburgh,False,True
417,156,802,1980.24,USD,2024-05-03,North Melissa,False,True
418,760,311,6915.24,USD,2024-09-19,East Stevenhaven,False,True
419,401,827,1815.27,USD,2023-12-29,East Juanberg,True,True
420,100,704,2655.72,USD,2024-06-30,Lawsonton,False,True
421,572,220,3145.99,USD,2024-02-07,Garciafurt,False,True
422,519,50,5045.59,USD,2023-12-23,Wolfemouth,True,True
423,670,373,5398.38,USD,2024-07-16,Colleenside,False,True
424,826,119,1499.77,USD,2023-12-14,South Markbury,False,True
425,744,915,1014.12,USD,2024-03-13,Evanburgh,False,True
426,351,88,7167.22,USD,2024-07-06,Velasquezport,False,True
427,469,318,2121.09,USD,2024-08-09,Port Ritatown,False,True
428,707,132,9652.95,USD,2023-12-22,Rebeccamouth,False,True
429,496,262,2188.08,USD,2023-12-29,Lake Lisaview,True,True
430,655,634,4794.33,USD,2024-05-19,Deanberg,False,True
431,350,230,9190.51,USD,2024-07-13,Schmidtmouth,False,True
432,681,688,1896.96,USD,2024-10-04,South Brandonshire,True,True
433,62,409,467.73,USD,2024-06-21,West Davidstad,False,True
434,721,993,5626.44,USD,2024-11-06,Markmouth,True,True
435,37,958,1887.27,USD,2024-02-12,Lake Jeffreyfort,True,True
436,391,103,9751.56,USD,2024-11-03,New Brandonton,True,True
437,218,747,1946.99,USD,2024-07-26,Elizabethburgh,False,True
