sanction_id,bank_id,customer_id,sanction_date,reason,is_valid_bank_id
91,582,255,2023-12-26,Compliance Violation,True
92,555,517,2024-03-20,Compliance Violation,True
93,133,638,2023-12-02,Compliance Violation,True
94,1,18,2022-12-14,Fraud,True
95,610,457,2024-07-05,Compliance Violation,True
96,552,620,2024-06-01,Money Laundering,True
97,299,857,2023-05-27,Money Laundering,True
98,534,706,2023-02-01,Money Laundering,True
99,849,1000,2024-04-29,Compliance Violation,True
100,291,808,2024-02-15,Fraud,True
101,242,627,2023-02-03,Fraud,True
102,790,43,2024-01-30,Fraud,True
103,637,243,2024-02-01,Money Laundering,True
104,386,498,2023-07-05,Compliance Violation,True
105,298,328,2024-07-12,Compliance Violation,True
106,20,128,2023-10-30,Money Laundering,True
107,170,897,2024-09-06,Compliance Violation,True
108,345,347,2024-04-05,Fraud,True
109,875,263,2024-02-26,Compliance Violation,True
110,708,439,2024-07-27,Compliance Violation,True
111,924,338,2024-11-01,Fraud,True
112,952,861,2024-11-10,Money Laundering,True
113,216,304,2023-01-28,Money Laundering,True
114,364,181,2023-01-30,Fraud,True
115,283,985,2023-05-29,Money Laundering,True
116,906,712,2024-10-10,Money Laundering,True
117,109,706,2023-04-19,Money Laundering,True
118,100,308,2023-07-26,Compliance Violation,True
119,76,819,2022-12-07,Money Laundering,True
120,286,225,2024-02-08,Compliance Violation,True
121,348,984,2023-09-25,Fraud,True
122,865,71,2024-06-14,Fraud,True
123,504,568,2024-09-30,Fraud,True
124,1008,629,2023-08-09,Money Laundering,True
125,823,256,2024-02-27,Fraud,True
126,89,707,2023-12-12,Compliance Violation,True
127,17,328,2024-01-21,Money Laundering,True
128,921,93,2023-12-04,Fraud,True
129,462,938,2023-10-27,Compliance Violation,True
130,679,352,2023-10-07,Compliance Violation,True
131,5,982,2024-10-19,Compliance Violation,True
132,456,541,2023-11-18,Money Laundering,True
133,220,103,2023-05-12,Fraud,True
134,312,752,2023-07-21,Compliance Violation,True
135,540,657,2023-09-26,Money Laundering,True
136,416,662,2023-01-18,Money Laundering,True
137,288,155,2024-01-26,Fraud,True
138,324,549,2024-10-05,Money Laundering,True
139,23,310,2024-07-15,Fraud,True
140,840,290,2024-04-18,Compliance Violation,True
141,209,228,2024-04-02,Money Laundering,True
142,927,359,2024-05-30,Compliance Violation,True
143,756,12,2024-11-22,Compliance Violation,True
144,419,807,2024-01-22,Compliance Violation,True
145,147,671,2023-02-04,Money Laundering,True
146,783,191,2023-12-31,Fraud,True
147,117,457,2023-04-11,Fraud,True
148,882,221,2023-01-19,Fraud,True
149,246,600,2023-07-28,Fraud,True
150,402,126,2024-07-28,Money Laundering,True
151,141,556,2023-04-05,Compliance Violation,True
152,870,939,2023-06-01,Compliance Violation,True
153,688,853,2023-07-31,Money Laundering,True
154,333,13,2022-12-28,Compliance Violation,True
155,418,380,2023-08-10,Money Laundering,True
156,593,26,2023-09-27,Fraud,True
157,516,194,2023-05-24,Money Laundering,True
158,458,364,2023-07-17,Fraud,True
159,807,962,2023-10-18,Fraud,True
160,694,231,2024-11-15,Fraud,True
161,631,344,2023-12-22,Money Laundering,True
162,508,387,2022-12-02,Money Laundering,True
163,151,659,2024-04-26,Money Laundering,True
164,268,163,2023-03-13,Money Laundering,True
165,63,559,2022-12-13,Money Laundering,True
166,253,548,2023-09-27,Money Laundering,True
167,338,750,2023-05-06,Fraud,True
168,209,97,2023-05-11,Fraud,True
169,386,783,2023-08-11,Compliance Violation,True
170,601,521,2024-10-06,Money Laundering,True
171,371,780,2023-08-15,Fraud,True
172,993,535,2024-10-15,Compliance Violation,True
173,340,652,2024-11-13,Money Laundering,True
174,152,15,2023-01-16,Compliance Violation,True
175,692,610,2023-06-02,Compliance Violation,True
176,504,226,2024-08-06,Compliance Violation,True
177,980,491,2024-09-11,Compliance Violation,True
178,384,429,2024-10-02,Compliance Violation,True
179,366,544,2023-12-20,Fraud,True
180,473,455,2023-11-17,Fraud,True
181,974,31,2023-06-07,Fraud,True
182,952,213,2023-01-29,Compliance Violation,True
183,687,181,2023-10-25,Money Laundering,True
184,640,404,2023-07-23,Fraud,True
185,329,839,2024-05-15,Money Laundering,True
186,331,227,2023-04-22,Fraud,True
187,991,328,2023-06-23,Compliance Violation,True
188,819,793,2024-02-20,Compliance Violation,True
189,844,47,2024-09-04,Money Laundering,True
190,333,312,2023-09-27,Money Laundering,True
191,627,87,2024-02-19,Money Laundering,True
192,614,69,2023-08-04,Money Laundering,True
193,158,388,2023-12-26,Money Laundering,True
194,689,544,2023-11-29,Money Laundering,True
195,999,295,2024-10-13,Fraud,True
196,963,574,2024-04-24,Money Laundering,True
197,835,294,2023-07-01,Fraud,True
198,432,523,2023-12-19,Fraud,True
199,108,238,2023-08-28,Fraud,True
200,308,972,2023-06-25,Money Laundering,True
201,1010,249,2023-07-22,Compliance Violation,True
202,748,210,2023-01-08,Compliance Violation,True
203,890,668,2023-10-14,Fraud,True
204,750,321,2024-04-27,Compliance Violation,True
205,145,177,2023-12-30,Compliance Violation,True
206,470,333,2023-08-28,Money Laundering,True
207,571,84,2024-11-11,Money Laundering,True
208,847,805,2024-08-14,Fraud,True
209,996,554,2023-10-05,Compliance Violation,True
210,816,211,2024-03-03,Fraud,True
211,837,745,2023-10-29,Fraud,True
212,647,73,2023-07-05,Money Laundering,True
213,168,219,2023-06-25,Compliance Violation,True
214,463,590,2023-11-10,Fraud,True
215,124,393,2024-05-24,Money Laundering,True
216,727,819,2023-07-24,Fraud,True
217,3,198,2022-12-01,Compliance Violation,True
218,532,493,2024-04-26,Fraud,True
219,652,412,2024-06-28,Fraud,True
220,657,871,2024-04-04,Money Laundering,True
221,508,909,2023-04-10,Fraud,True
222,292,266,2024-08-16,Compliance Violation,True
223,145,373,2023-01-04,Money Laundering,True
224,682,651,2023-03-01,Money Laundering,True
225,185,769,2023-07-09,Fraud,True
226,555,779,2024-03-17,Fraud,True
227,854,470,2024-03-19,Money Laundering,True
228,104,631,2024-02-25,Money Laundering,True
229,689,232,2023-02-12,Fraud,True
230,853,843,2023-07-17,Fraud,True
231,223,360,2024-01-28,Fraud,True
232,600,383,2023-01-04,Fraud,True
233,30,429,2023-07-29,Compliance Violation,True
234,519,540,2023-10-21,Fraud,True
235,838,666,2024-08-30,Money Laundering,True
236,540,710,2024-10-10,Fraud,True
237,109,934,2024-03-18,Money Laundering,True
238,365,304,2022-12-15,Compliance Violation,True
239,95,586,2023-08-12,Fraud,True
240,553,342,2023-04-14,Fraud,True
241,893,583,2023-09-08,Money Laundering,True
242,415,3,2024-04-15,Fraud,True
243,155,670,2024-10-06,Money Laundering,True
244,254,503,2024-07-06,Compliance Violation,True
245,565,79,2024-01-02,Compliance Violation,True
246,979,783,2023-07-19,Money Laundering,True
247,911,357,2024-10-27,Fraud,True
248,675,964,2023-01-26,Fraud,True
249,245,665,2024-05-05,Money Laundering,True
250,996,399,2024-04-30,Fraud,True
251,18,65,2023-05-14,Fraud,True
252,908,213,2023-07-20,Money Laundering,True
253,924,476,2024-09-29,Compliance Violation,True
254,789,206,2023-10-16,Money Laundering,True
255,712,524,2023-12-07,Compliance Violation,True
256,902,427,2024-02-13,Compliance Violation,True
257,490,130,2023-05-01,Fraud,True
258,313,686,2024-06-27,Fraud,True
259,681,251,2024-05-27,Compliance Violation,True
260,106,317,2024-09-25,Money Laundering,True
261,762,584,2024-08-18,Fraud,True
262,113,901,2024-06-23,Fraud,True
263,212,553,2023-03-15,Fraud,True
264,973,877,2024-08-25,Money Laundering,True
265,288,83,2023-11-29,Compliance Violation,True
266,538,194,2022-12-18,Compliance Violation,True
267,496,925,2023-09-26,Compliance Violation,True
268,478,8,2024-08-13,Fraud,True
269,985,81,2024-09-17,Fraud,True
270,597,388,2023-08-03,Fraud,True
271,549,442,2023-01-25,Money Laundering,True
272,275,525,2023-07-29,Compliance Violation,True
273,957,5,2024-05-25,Money Laundering,True
274,497,454,2024-04-22,Compliance Violation,True
275,58,529,2023-12-01,Money Laundering,True
276,521,30,2022-12-15,Money Laundering,True
277,705,806,2024-11-15,Money Laundering,True
278,997,647,2023-12-04,Money Laundering,True
279,47,407,2023-03-29,Fraud,True
280,461,554,2023-07-19,Money Laundering,True
281,84,373,2023-05-20,Fraud,True
282,345,195,2024-01-06,Money Laundering,True
283,892,766,2023-11-29,Compliance Violation,True
284,433,798,2022-12-01,Money Laundering,True
285,514,36,2024-04-24,Fraud,True
286,188,244,2024-06-13,Fraud,True
287,736,243,2024-06-01,Money Laundering,True
288,175,112,2024-11-15,Compliance Violation,True
289,402,559,2023-11-19,Money Laundering,True
290,13,570,2023-04-12,Money Laundering,True
291,137,654,2022-12-31,Fraud,True
292,168,759,2023-07-28,Money Laundering,True
293,903,341,2023-03-22,Compliance Violation,True
294,8,582,2022-12-28,Money Laundering,True
295,831,585,2022-12-21,Fraud,True
296,490,861,2024-11-09,Compliance Violation,True
297,122,434,2023-05-08,Money Laundering,True
298,91,842,2024-03-26,Fraud,True
299,708,37,2023-02-05,Fraud,True
300,466,801,2023-07-31,Fraud,True
301,639,175,2024-10-20,Fraud,True
302,223,232,2023-01-17,Fraud,True
303,545,516,2024-03-26,Fraud,True
304,447,574,2023-12-03,Compliance Violation,True
305,289,65,2023-09-18,Fraud,True
306,935,486,2024-06-30,Money Laundering,True
307,527,269,2023-11-25,Compliance Violation,True
308,233,808,2022-12-23,Compliance Violation,True
309,578,68,2024-10-10,Compliance Violation,True
310,768,983,2023-05-01,Compliance Violation,True
311,730,364,2023-08-21,Money Laundering,True
312,88,626,2023-02-09,Money Laundering,True
313,602,48,2023-04-24,Fraud,True
314,346,742,2022-12-01,Compliance Violation,True
315,440,24,2023-09-18,Compliance Violation,True
316,93,364,2024-08-11,Fraud,True
317,170,307,2023-05-06,Compliance Violation,True
318,363,77,2023-05-20,Money Laundering,True
319,271,877,2024-09-25,Compliance Violation,True
320,508,387,2023-01-15,Fraud,True
321,128,28,2024-07-15,Money Laundering,True
322,493,861,2023-05-31,Fraud,True
323,228,786,2023-12-11,Fraud,True
324,191,943,2023-03-05,Compliance Violation,True
325,347,364,2024-04-06,Money Laundering,True
326,949,976,2024-09-09,Compliance Violation,True
327,455,801,2023-07-21,Compliance Violation,True
328,726,412,2022-12-09,Fraud,True
329,275,175,2023-06-09,Money Laundering,True
330,162,867,2024-09-26,Fraud,True
331,727,679,2024-06-10,Fraud,True
332,253,674,2024-11-13,Money Laundering,True
333,209,284,2024-10-08,Fraud,True
334,465,726,2023-06-14,Compliance Violation,True
335,724,762,2024-02-01,Compliance Violation,True
336,191,699,2024-03-14,Fraud,True
337,848,246,2024-08-18,Money Laundering,True
338,734,12,2024-08-25,Compliance Violation,True
339,792,906,2024-04-12,Fraud,True
340,601,398,2023-11-11,Fraud,True
341,420,504,2024-05-19,Money Laundering,True
342,882,596,2022-12-17,Compliance Violation,True
343,106,133,2024-01-31,Compliance Violation,True
344,601,417,2023-07-16,Fraud,True
345,630,25,2023-02-14,Compliance Violation,True
346,476,621,2024-07-10,Money Laundering,True
347,286,937,2023-10-08,Compliance Violation,True
348,608,383,2024-03-11,Compliance Violation,True
349,326,329,2023-04-29,Fraud,True
350,321,380,2024-01-28,Fraud,True
351,576,908,2023-03-01,Compliance Violation,True
352,559,201,2023-07-23,Fraud,True
353,275,327,2024-11-11,Money Laundering,True
354,396,530,2024-11-09,Money Laundering,True
355,258,736,2023-07-20,Money Laundering,True
356,94,594,2024-09-12,Compliance Violation,True
357,857,687,2024-08-31,Money Laundering,True
358,206,910,2024-01-26,Fraud,True
359,575,380,2024-08-14,Compliance Violation,True
360,940,374,2024-06-18,Compliance Violation,True
361,801,566,2024-02-14,Fraud,True
362,913,217,2023-12-13,Money Laundering,True
363,631,243,2024-06-10,Money Laundering,True
364,393,349,2024-07-27,Money Laundering,True
365,139,487,2024-10-13,Money Laundering,True
366,741,84,2024-03-19,Money Laundering,True
367,466,602,2023-03-21,Money Laundering,True
368,664,87,2024-10-02,Compliance Violation,True
369,580,406,2023-08-09,Money Laundering,True
370,176,496,2023-09-09,Money Laundering,True
371,997,197,2024-02-07,Fraud,True
372,170,568,2023-10-14,Money Laundering,True
373,896,809,2023-07-12,Money Laundering,True
374,278,875,2023-09-08,Money Laundering,True
375,1010,934,2023-07-02,Compliance Violation,True
376,243,923,2023-03-24,Money Laundering,True
377,710,356,2024-01-25,Money Laundering,True
378,321,886,2023-05-20,Money Laundering,True
379,210,14,2023-11-11,Money Laundering,True
380,580,317,2023-07-15,Fraud,True
381,189,292,2023-03-21,Compliance Violation,True
382,64,599,2024-07-28,Compliance Violation,True
383,912,601,2023-02-27,Compliance Violation,True
384,990,82,2023-10-15,Money Laundering,True
385,677,495,2024-10-19,Fraud,True
386,345,178,2024-08-12,Compliance Violation,True
387,314,475,2022-12-26,Money Laundering,True
388,586,971,2024-08-10,Compliance Violation,True
389,890,398,2023-08-25,Compliance Violation,True
390,109,278,2023-07-27,Fraud,True
391,694,446,2023-04-06,Compliance Violation,True
392,682,183,2022-12-03,Money Laundering,True
393,321,334,2024-07-10,Money Laundering,True
394,709,275,2023-12-31,Fraud,True
395,369,782,2024-04-11,Compliance Violation,True
396,732,694,2023-01-23,Money Laundering,True
397,470,190,2024-02-02,Fraud,True
398,264,541,2022-12-26,Fraud,True
399,561,461,2024-09-29,Fraud,True
400,930,117,2022-12-05,Compliance Violation,True
401,571,69,2024-06-23,Fraud,True
402,468,755,2023-02-26,Fraud,True
403,471,246,2022-11-29,Compliance Violation,True
404,547,986,2023-05-27,Money Laundering,True
405,430,925,2024-03-13,Fraud,True
406,46,800,2024-06-21,Money Laundering,True
407,376,181,2023-08-01,Money Laundering,True
408,128,530,2024-02-16,Fraud,True
409,903,98,2024-04-16,Money Laundering,True
410,71,741,2024-10-10,Money Laundering,True
411,782,834,2023-07-01,Compliance Violation,True
412,971,668,2023-08-11,Fraud,True
413,225,75,2023-09-13,Money Laundering,True
414,562,28,2024-04-24,Money Laundering,True
415,440,560,2023-01-11,Fraud,True
416,358,420,2024-02-15,Fraud,True
417,253,149,2023-08-11,Compliance Violation,True
418,132,808,2023-09-22,Money Laundering,True
419,762,483,2023-01-04,Compliance Violation,True
420,962,517,2023-01-17,Fraud,True
421,51,558,2024-02-06,Compliance Violation,True
422,381,534,2023-02-16,Compliance Violation,True
423,345,548,2023-05-30,Compliance Violation,True
424,707,830,2023-01-17,Fraud,True
425,630,308,2023-06-14,Fraud,True
426,8,924,2023-06-27,Compliance Violation,True
427,47,722,2022-12-19,Fraud,True
428,356,281,2023-03-12,Compliance Violation,True
429,469,358,2022-12-10,Fraud,True
430,820,99,2023-10-13,Fraud,True
431,136,767,2023-02-04,Fraud,True
432,123,146,2024-06-21,Money Laundering,True
433,781,204,2024-07-08,Compliance Violation,True
434,55,253,2024-04-03,Money Laundering,True
435,204,304,2024-07-21,Fraud,True
436,379,739,2023-06-19,Money Laundering,True
437,871,377,2023-03-28,Compliance Violation,True
438,829,832,2023-11-10,Compliance Violation,True
439,843,369,2023-11-09,Money Laundering,True
440,747,380,2023-06-30,Compliance Violation,True
441,913,695,2023-03-22,Money Laundering,True
442,888,295,2024-10-09,Compliance Violation,True
443,785,457,2022-12-11,Compliance Violation,True
444,619,866,2023-08-28,Fraud,True
445,793,101,2023-11-15,Money Laundering,True
446,351,267,2024-09-01,Money Laundering,True
447,320,638,2024-04-27,Money Laundering,True
448,203,993,2024-01-25,Money Laundering,True
449,914,332,2024-02-10,Compliance Violation,True
450,501,355,2023-01-27,Compliance Violation,True
451,686,826,2024-06-30,Compliance Violation,True
452,268,909,2024-08-02,Fraud,True
453,393,149,2022-12-26,Compliance Violation,True
454,209,490,2023-02-18,Money Laundering,True
455,939,60,2024-01-07,Compliance Violation,True
456,303,639,2023-08-03,Money Laundering,True
457,844,899,2023-10-26,Fraud,True
458,607,607,2024-11-02,Money Laundering,True
459,769,906,2023-06-16,Money Laundering,True
460,149,609,2024-01-21,Compliance Violation,True
461,794,761,2023-04-27,Fraud,True
462,665,618,2023-11-15,Compliance Violation,True
463,849,696,2023-02-11,Compliance Violation,True
464,187,481,2023-12-15,Fraud,True
465,30,9,2023-04-03,Money Laundering,True
466,225,739,2024-03-29,Fraud,True
467,52,595,2024-08-30,Money Laundering,True
468,530,286,2023-04-25,Fraud,True
469,622,21,2023-05-01,Fraud,True
470,181,377,2024-10-14,Compliance Violation,True
471,928,129,2023-08-31,Money Laundering,True
472,748,637,2024-11-18,Compliance Violation,True
473,171,851,2023-02-24,Fraud,True
474,958,508,2024-08-28,Money Laundering,True
475,316,973,2023-07-21,Fraud,True
476,260,220,2022-12-04,Compliance Violation,True
477,725,157,2023-10-28,Money Laundering,True
478,323,813,2023-07-29,Compliance Violation,True
479,214,737,2023-03-12,Fraud,True
480,975,534,2023-07-20,Compliance Violation,True
481,654,59,2024-03-30,Fraud,True
482,849,339,2024-08-13,Compliance Violation,True
483,828,240,2024-05-09,Compliance Violation,True
484,907,620,2023-10-14,Fraud,True
485,698,105,2023-10-06,Fraud,True
486,76,72,2024-02-25,Fraud,True
487,637,6,2023-06-23,Compliance Violation,True
488,136,162,2023-04-30,Money Laundering,True
489,336,885,2023-09-15,Money Laundering,True
490,562,485,2023-09-04,Fraud,True
491,938,619,2023-08-14,Money Laundering,True
492,332,755,2023-12-02,Money Laundering,True
493,655,160,2024-03-02,Money Laundering,True
494,741,660,2023-03-02,Money Laundering,True
495,583,894,2023-03-30,Compliance Violation,True
496,656,630,2023-03-22,Fraud,True
497,688,618,2024-05-25,Fraud,True
498,717,346,2023-01-05,Compliance Violation,True
499,148,18,2024-09-01,Money Laundering,True
500,997,76,2023-09-02,Fraud,True
501,960,199,2023-11-04,Money Laundering,True
502,189,891,2023-04-02,Money Laundering,True
503,704,199,2024-02-25,Money Laundering,True
504,289,227,2023-04-05,Money Laundering,True
505,542,87,2023-09-06,Money Laundering,True
506,821,421,2023-03-29,Fraud,True
507,147,113,2024-09-09,Compliance Violation,True
508,331,227,2024-01-21,Fraud,True
509,663,77,2023-12-25,Money Laundering,True
510,518,553,2024-01-09,Money Laundering,True
511,999,773,2023-06-25,Fraud,True
512,446,233,2024-02-18,Fraud,True
513,67,103,2024-05-31,Compliance Violation,True
514,677,239,2023-08-17,Fraud,True
515,634,250,2023-10-27,Money Laundering,True
516,640,242,2024-09-12,Money Laundering,True
517,103,153,2023-12-15,Compliance Violation,True
518,481,421,2024-02-08,Compliance Violation,True
519,715,444,2024-05-16,Compliance Violation,True
520,564,269,2024-09-20,Compliance Violation,True
521,216,284,2024-09-25,Money Laundering,True
522,163,202,2023-07-21,Compliance Violation,True
523,195,13,2023-10-19,Money Laundering,True
524,95,576,2023-11-06,Fraud,True
525,48,824,2023-12-02,Fraud,True
526,788,519,2024-02-10,Fraud,True
527,868,740,2023-09-01,Compliance Violation,True
528,654,529,2023-04-02,Money Laundering,True
529,955,33,2024-06-02,Fraud,True
530,169,553,2024-08-07,Money Laundering,True
531,102,347,2023-10-28,Fraud,True
532,981,922,2024-06-04,Money Laundering,True
533,509,961,2024-10-16,Compliance Violation,True
534,800,779,2024-02-10,Compliance Violation,True
535,61,508,2024-03-07,Compliance Violation,True
536,824,508,2023-09-26,Fraud,True
537,963,924,2024-06-10,Fraud,True
538,190,137,2022-12-30,Compliance Violation,True
539,298,309,2024-07-22,Fraud,True
540,287,568,2022-12-17,Compliance Violation,True
541,605,991,2023-10-10,Compliance Violation,True
542,771,967,2024-04-24,Fraud,True
543,662,175,2024-08-07,Fraud,True
544,365,394,2023-12-16,Compliance Violation,True
545,143,957,2023-05-26,Fraud,True
546,73,552,2023-01-27,Compliance Violation,True
547,251,820,2023-12-17,Compliance Violation,True
548,650,440,2023-05-25,Fraud,True
549,967,569,2024-03-05,Compliance Violation,True
550,238,337,2022-12-14,Compliance Violation,True
551,772,634,2023-01-06,Fraud,True
552,26,627,2024-03-05,Fraud,True
553,158,204,2023-10-28,Fraud,True
554,732,129,2023-06-17,Money Laundering,True
555,881,783,2024-04-10,Money Laundering,True
556,194,689,2024-10-14,Compliance Violation,True
557,693,556,2024-02-29,Money Laundering,True
558,328,777,2024-06-27,Compliance Violation,True
559,79,309,2024-06-12,Compliance Violation,True
560,581,2,2024-04-07,Fraud,True
561,258,738,2024-04-05,Compliance Violation,True
562,300,53,2024-04-06,Compliance Violation,True
563,734,965,2023-12-23,Money Laundering,True
564,397,370,2024-07-23,Money Laundering,True
565,638,719,2024-09-18,Fraud,True
566,98,293,2024-02-24,Compliance Violation,True
567,344,5,2022-12-14,Money Laundering,True
568,999,523,2024-01-05,Compliance Violation,True
569,8,110,2024-08-13,Compliance Violation,True
570,451,448,2023-06-22,Fraud,True
571,654,169,2024-09-14,Fraud,True
572,190,584,2024-07-29,Money Laundering,True
573,141,516,2023-03-23,Compliance Violation,True
574,985,734,2024-09-04,Compliance Violation,True
575,847,536,2023-08-07,Compliance Violation,True
576,174,419,2024-07-22,Fraud,True
577,818,132,2024-11-14,Fraud,True
578,577,242,2023-10-01,Money Laundering,True
579,724,341,2024-05-25,Fraud,True
580,713,703,2024-04-22,Fraud,True
581,26,689,2024-09-28,Fraud,True
582,364,859,2024-07-20,Money Laundering,True
583,409,803,2023-01-20,Money Laundering,True
584,60,419,2024-02-25,Compliance Violation,True
585,369,150,2022-12-08,Compliance Violation,True
586,988,64,2023-11-17,Money Laundering,True
587,874,415,2024-03-27,Money Laundering,True
588,868,839,2024-03-11,Money Laundering,True
589,504,940,2023-09-21,Money Laundering,True
590,687,103,2024-08-13,Fraud,True
591,540,589,2024-01-19,Compliance Violation,True
592,694,265,2023-11-29,Compliance Violation,True
593,713,693,2023-12-01,Money Laundering,True
594,850,421,2024-04-24,Money Laundering,True
595,133,262,2024-01-09,Money Laundering,True
596,910,441,2023-08-02,Compliance Violation,True
597,44,467,2024-05-13,Compliance Violation,True
598,88,847,2023-02-06,Compliance Violation,True
599,864,126,2023-09-08,Fraud,True
600,429,345,2023-05-30,Money Laundering,True
601,496,521,2024-07-09,Money Laundering,True
602,797,178,2024-09-09,Money Laundering,True
603,851,24,2023-06-16,Fraud,True
604,56,567,2023-03-11,Compliance Violation,True
605,389,988,2023-10-10,Money Laundering,True
606,288,886,2024-01-31,Compliance Violation,True
607,254,104,2023-12-15,Fraud,True
608,386,85,2024-05-26,Money Laundering,True
609,862,911,2023-11-07,Fraud,True
610,621,659,2022-12-21,Fraud,True
611,303,275,2024-06-13,Money Laundering,True
612,890,777,2023-06-18,Compliance Violation,True
613,689,417,2023-10-29,Money Laundering,True
614,795,23,2023-06-15,Fraud,True
615,970,855,2023-01-18,Compliance Violation,True
616,966,666,2023-03-05,Fraud,True
617,744,336,2023-07-11,Fraud,True
618,473,611,2023-05-22,Money Laundering,True
619,914,953,2023-12-02,Fraud,True
620,992,394,2024-01-30,Money Laundering,True
621,559,119,2024-07-05,Money Laundering,True
622,456,150,2024-08-28,Money Laundering,True
623,30,298,2023-11-13,Fraud,True
624,877,926,2024-03-24,Money Laundering,True
625,494,332,2023-03-16,Compliance Violation,True
626,967,565,2023-08-21,Money Laundering,True
627,727,308,2024-10-20,Compliance Violation,True
628,397,3,2023-10-17,Money Laundering,True
629,97,784,2023-02-16,Money Laundering,True
630,913,91,2023-09-14,Compliance Violation,True
631,728,680,2024-03-02,Money Laundering,True
632,442,694,2024-07-14,Compliance Violation,True
633,612,303,2024-08-01,Compliance Violation,True
634,140,780,2024-10-31,Fraud,True
635,508,161,2024-01-26,Compliance Violation,True
636,396,506,2024-07-27,Fraud,True
637,210,614,2024-03-16,Money Laundering,True
638,15,555,2023-10-09,Fraud,True
639,764,29,2023-07-29,Fraud,True
640,473,958,2024-07-03,Fraud,True
641,773,829,2024-07-18,Money Laundering,True
642,587,780,2024-03-05,Money Laundering,True
643,717,656,2024-09-30,Compliance Violation,True
