transaction_id,customer_id,bank_id,amount,txn_date,location,is_high_risk,flag_large_amount,flag_high_frequency_customer,flag_high_risk_customer,flag_low_compliance_bank,flag_sanctioned_customer,flag_sanctioned_bank
51,185,501,5131.22,2024-01-31,North Brittneychester,0,0,0,1,0,0,1
558,185,108,1211.27,2024-10-09,New Joseph,1,0,0,1,1,0,1
308,187,927,5439.16,2024-10-21,Kochville,1,0,0,1,0,0,1
916,187,18,6137.93,2024-01-19,Lake Johnmouth,1,0,0,1,1,0,1
733,189,588,3272.73,2024-05-05,Phillipsside,1,0,0,1,0,0,1
269,190,766,2147.56,2024-09-21,Lake Andrewborough,1,0,0,1,0,1,0
590,190,567,1250.17,2024-03-24,Port Terri,1,0,0,1,0,1,1
928,191,530,5402.23,2024-04-26,South Debra,0,0,0,1,1,1,1
90,193,803,625.95,2024-07-21,Wrightmouth,0,0,0,0,0,0,0
122,196,684,9020.73,2024-11-04,Pamelamouth,1,1,0,1,0,1,0
694,196,72,5463.56,2024-09-15,Dianestad,1,0,0,1,1,1,0
826,196,840,2377.28,2024-04-03,New Nicholas,1,0,0,1,0,1,1
925,197,744,3457.62,2024-03-31,South Jessica,0,0,0,0,0,1,1
141,199,547,7797.02,2024-05-08,Smithshire,1,0,0,0,0,1,1
262,199,767,1280.33,2024-08-27,Brucefort,1,0,0,0,0,1,0
466,199,969,8385.43,2024-06-04,Port Dana,1,0,0,0,0,1,0
157,201,87,2103.3,2024-08-23,Steelemouth,1,0,0,0,0,1,0
611,203,359,5797.25,2024-06-04,North Jenniferland,0,0,0,0,1,0,0
465,205,685,420.03,2024-09-04,South Amberstad,0,0,0,1,0,0,1
571,207,254,9851.24,2024-02-20,Clementsfurt,1,1,0,0,0,0,1
578,207,385,9118.16,2023-11-23,Stacybury,1,1,0,0,0,0,1
166,208,999,4210.36,2023-12-24,Gordonfort,0,0,0,1,0,0,1
843,209,182,9954.31,2024-05-08,New Katietown,0,1,0,0,1,0,0
351,210,879,6094.4,2024-10-22,Sampsonland,1,0,0,0,0,1,1
988,211,584,1816.67,2024-08-05,Lake Kevin,1,0,0,1,1,1,0
244,212,66,7005.88,2024-09-17,Williamfort,1,0,0,0,0,0,0
617,212,255,7575.61,2024-08-28,West Keith,0,0,0,0,0,0,0
852,212,687,3372.46,2024-04-25,West Brianmouth,0,0,0,0,0,0,1
924,213,698,5013.57,2024-01-07,New Brian,1,0,0,0,0,1,1
300,216,848,8480.02,2024-02-24,North Carlosport,0,0,0,0,1,0,1
474,217,755,5426.31,2024-10-17,Lake Anthonyshire,1,0,0,1,0,1,0
437,218,747,1946.99,2024-07-26,Elizabethburgh,0,0,0,0,0,0,1
25,220,715,7549.93,2024-09-21,South Teresamouth,0,0,0,1,0,1,1
348,220,25,8740.75,2024-04-23,East Annafurt,0,0,0,1,0,1,0
731,220,138,2664.15,2024-06-10,Port Aaronmouth,0,0,0,1,0,1,1
319,222,697,9964.43,2024-04-10,South Wesleyberg,0,1,0,0,0,1,0
280,223,552,6647.48,2024-03-15,Taylorville,1,0,0,1,0,1,1
200,224,854,6821.33,2024-03-05,Port Michele,1,0,0,1,1,0,1
932,225,723,2861.53,2024-04-09,Port Derrick,1,0,0,0,0,1,0
402,227,817,8394.68,2024-09-14,South Edwin,0,0,0,0,0,1,1
605,228,950,1910.4,2024-05-04,Knightland,0,0,0,1,1,1,0
697,230,80,5550.32,2024-04-11,Albertside,0,0,0,0,0,0,0
736,230,496,7635.07,2024-05-12,Ariasmouth,0,0,0,0,1,0,1
907,231,97,3729.47,2024-09-14,Jacksonport,1,0,0,1,1,1,1
868,234,629,6216.57,2024-09-14,South Nancy,0,0,0,1,0,0,0
98,239,760,2630.61,2024-05-26,Lawrencemouth,1,0,0,0,0,1,1
981,240,539,3740.71,2024-03-26,Mirandaville,1,0,0,0,0,1,1
338,242,64,2209.98,2024-10-30,Lake Daniel,1,0,0,0,0,1,1
931,243,423,5006.46,2024-07-28,Mariaview,0,0,0,0,0,1,0
934,244,121,5153.8,2024-04-27,North Jaredhaven,1,0,0,1,0,1,0
255,245,164,4948.03,2024-07-07,East Paigefurt,1,0,0,0,0,0,0
320,245,282,5498.1,2024-11-17,West Michael,1,0,0,0,0,0,0
378,246,943,3111.95,2024-10-25,East Adrianmouth,0,0,0,0,0,1,1
463,246,1001,4942.58,2024-08-06,South Adamton,1,0,0,0,0,1,0
832,246,72,3371.53,2024-11-05,Lake Caitlin,1,0,0,0,1,1,0
291,247,285,5667.24,2024-05-01,New Luishaven,0,0,1,0,1,0,0
720,247,895,1603.76,2024-08-09,North Dustinstad,0,0,1,0,0,0,1
995,247,438,2185.82,2024-07-05,Charlesmouth,1,0,1,0,0,0,0
1000,247,313,3488.39,2024-01-18,East Robertburgh,1,0,1,0,0,0,1
144,248,765,6183.03,2024-02-29,Johnsonhaven,1,0,0,0,0,0,0
245,249,30,2555.26,2024-10-22,New Jonathan,1,0,0,0,0,1,1
322,249,147,4906.96,2023-11-28,South Sarahton,0,0,0,0,1,1,1
715,249,98,6058.5,2023-12-09,Austinview,0,0,0,0,1,1,1
793,250,198,684.09,2024-09-12,New Marioton,1,0,0,1,0,1,1
894,251,1001,7046.31,2024-07-06,West Susanburgh,1,0,0,1,0,1,0
6,252,740,6815.88,2024-04-15,Valerieton,1,0,1,0,0,1,0
95,252,519,5938.74,2024-01-23,North Kristen,1,0,1,0,0,1,1
795,252,681,2658.78,2024-09-06,North Timothyshire,1,0,1,0,0,1,1
810,252,752,2115.49,2024-05-08,Kaylabury,0,0,1,0,0,1,0
906,254,967,4748.88,2024-08-08,Robinsonhaven,0,0,0,1,0,0,1
41,255,153,6382.82,2024-03-01,Lake Dianaton,1,0,0,0,0,1,0
22,256,360,3059.82,2024-05-27,West Christopher,1,0,0,0,0,1,1
399,259,630,5586.2,2024-08-03,New Markstad,1,0,0,1,0,1,1
727,262,397,2398.96,2024-03-21,Baileyburgh,1,0,0,0,0,1,1
264,263,960,4503.43,2024-05-29,East Richardville,1,0,0,0,0,1,1
654,265,23,5719.56,2023-12-14,Schmidtview,0,0,0,0,0,1,1
274,267,936,5501.76,2024-07-25,Hessport,0,0,0,0,0,1,0
312,267,255,3068.13,2024-07-11,Terriberg,1,0,0,0,0,1,0
75,268,316,6210.56,2023-12-14,Port Shane,0,0,1,1,1,0,1
124,268,254,8579.15,2024-08-25,West Amandaborough,0,0,1,1,0,0,1
220,268,554,1806.41,2024-04-11,Haleyville,1,0,1,1,0,0,1
228,268,314,8119.76,2024-03-09,Port Jonathan,0,0,1,1,0,0,1
566,270,147,9934.56,2024-09-16,Lake Teresaborough,1,1,0,0,1,0,1
117,271,919,6545.82,2024-01-15,South Vanessa,0,0,0,0,0,0,1
500,271,732,9895.62,2024-04-13,Lake Jasmineport,1,1,0,0,0,0,1
346,273,870,2024.4,2024-10-10,Melindaland,0,0,0,0,1,0,1
946,273,177,5524.76,2023-11-28,Edwardshire,0,0,0,0,0,0,0
556,275,566,7354.65,2024-09-16,East Todd,1,0,0,0,0,1,0
598,280,433,4398.44,2024-03-20,West Hunter,0,0,0,1,0,1,1
373,284,906,6981.48,2023-12-06,Kristinfort,1,0,0,0,0,1,1
405,285,444,6674.15,2024-02-21,Davidmouth,0,0,0,0,0,0,0
582,285,686,7300.91,2024-09-29,Phillipsview,1,0,0,0,0,0,1
798,286,278,4247.92,2024-07-09,Zacharyport,1,0,0,0,1,1,1
499,288,254,7129.47,2024-09-07,North Jamieborough,0,0,0,0,0,0,1
606,288,556,8172.59,2023-11-29,Port Austinport,0,0,0,0,0,0,0
767,288,527,1006.21,2024-05-20,East Matthew,0,0,0,0,1,0,1
936,289,662,1075.12,2024-08-31,West Michaelburgh,0,0,0,1,0,1,1
71,290,703,6512.11,2024-06-23,Johnfort,0,0,0,0,0,1,1
303,290,545,1095.79,2023-12-09,Bakerside,0,0,0,0,0,1,1
356,291,789,5144.52,2024-02-05,Stephenmouth,0,0,0,0,0,0,1
68,292,240,6766.39,2024-08-11,Port Stephenland,1,0,0,1,0,1,0
179,294,49,8710.94,2024-09-21,Scottbury,1,0,0,1,0,1,1
340,295,565,7804.25,2024-06-17,Walkerton,0,0,0,0,0,1,1
550,296,1005,5113.55,2024-02-19,Jessicamouth,0,0,0,0,0,0,0
926,296,753,8881.09,2024-06-29,Danielhaven,1,0,0,0,0,0,1
142,298,991,7764.82,2024-09-22,Walshton,0,0,0,1,0,1,1
263,299,627,8088.19,2024-02-14,Danielsside,0,0,0,0,1,1,1
506,299,515,5916.62,2024-10-03,South Mollybury,1,0,0,0,0,1,0
819,300,7,3057.17,2024-02-17,North Cheyenneside,1,0,0,0,0,0,0
287,301,974,7056.83,2024-03-07,Port Lesliefurt,1,0,1,0,0,0,1
619,301,834,135.47,2024-11-20,South James,1,0,1,0,0,0,0
639,301,535,9790.33,2024-08-09,New Kristen,0,1,1,0,1,0,1
718,301,77,4104.49,2024-09-02,Andersonland,1,0,1,0,0,0,0
699,303,935,9376.8,2024-07-27,Rosschester,1,1,0,1,0,1,1
494,307,669,1105.99,2024-09-02,Lake Steven,1,0,0,0,1,1,0
26,308,243,7711.75,2024-11-18,West Philipstad,0,0,0,0,1,1,1
279,309,202,6343.65,2023-12-24,Port Robert,1,0,0,1,0,1,0
818,310,415,3349.29,2023-12-01,South Larryview,1,0,0,0,0,1,1
944,311,973,9571.68,2024-09-04,East Ryan,0,1,0,0,0,0,1
126,314,775,4543.01,2023-12-03,New Cristinafurt,0,0,0,0,0,1,0
954,314,557,9683.82,2024-04-07,Stephanieberg,1,1,0,0,1,1,1
14,315,510,8734.12,2024-04-17,East Dianatown,1,0,0,0,0,0,0
505,315,398,8851.2,2024-02-12,Port Zacharyview,0,0,0,0,0,0,1
893,315,636,6686.31,2024-02-01,New Jorgeborough,0,0,0,0,0,0,1
682,316,617,4120.22,2024-03-19,Lake Charlesbury,1,0,0,1,0,0,0
951,316,46,604.57,2023-12-20,East Mariahbury,1,0,0,1,0,0,1
940,318,20,4020.19,2024-05-04,Lake Nicholas,1,0,0,1,0,0,1
76,319,330,7633.46,2024-02-10,New Nicholas,1,0,0,1,1,1,0
440,319,18,6503.59,2024-03-14,Cooperborough,0,0,0,1,1,1,1
670,320,523,5609.28,2024-08-29,Garciaview,0,0,0,1,1,0,0
37,321,704,6578.16,2024-01-16,West Jose,0,0,0,0,0,1,1
59,323,147,4873.85,2024-10-08,South Charles,1,0,0,0,1,1,1
993,323,576,6208.19,2024-02-17,West Thomas,0,0,0,0,0,1,1
669,325,403,2712.13,2024-10-30,Erinport,1,0,0,0,0,0,0
899,326,725,9293.79,2024-05-16,New John,0,1,0,0,0,1,1
517,331,32,1625.93,2024-03-23,Hodgechester,0,0,0,0,1,1,0
488,335,103,4011.08,2024-02-19,New Lynn,0,0,0,0,0,1,1
515,337,560,6501.27,2024-06-13,Melindaborough,0,0,0,1,0,1,0
11,339,902,6276.0,2024-08-29,Freemanview,0,0,0,0,0,1,1
521,340,341,4372.02,2023-11-27,Grantview,0,0,0,0,0,0,1
121,343,1003,903.03,2024-11-07,Mariamouth,0,0,1,0,1,1,0
337,343,189,6413.72,2023-12-28,Lake Davidhaven,1,0,1,0,0,1,1
497,343,606,4332.86,2023-11-23,Ortizhaven,0,0,1,0,0,1,0
504,343,401,8419.59,2024-02-29,Garciabury,0,0,1,0,0,1,0
533,343,369,7388.8,2023-11-24,Bradfordfurt,1,0,1,0,0,1,1
335,344,685,9525.79,2024-08-13,Johnnyville,0,1,0,0,0,1,1
13,346,898,3929.07,2024-02-06,Joshuamouth,0,0,0,1,0,1,1
510,347,342,4713.35,2024-10-10,Guerrerotown,1,0,0,0,1,1,1
234,348,44,4915.54,2024-10-15,West Diane,1,0,0,0,0,0,1
974,349,17,3433.03,2024-10-02,Salazarmouth,1,0,0,0,0,1,1
73,350,431,3514.6,2024-02-21,Alanstad,0,0,0,0,0,1,1
172,350,600,6001.63,2024-11-08,Larryside,1,0,0,0,0,1,1
431,350,230,9190.51,2024-07-13,Schmidtmouth,0,1,0,0,1,1,1
297,351,776,8329.63,2024-07-20,Brendaport,0,0,0,0,1,1,0
426,351,88,7167.22,2024-07-06,Velasquezport,0,0,0,0,1,1,1
956,352,167,5055.1,2024-08-24,New Bryanhaven,0,0,0,0,0,1,1
24,355,18,1707.44,2024-01-28,Port Julie,0,0,0,0,1,1,1
143,356,58,9319.83,2024-10-25,Fosterville,0,1,0,1,0,1,1
178,357,898,9995.9,2024-11-16,Hudsonborough,1,1,0,1,0,1,1
44,358,465,103.07,2023-11-24,West Christina,0,0,0,0,0,1,1
341,364,884,5852.85,2024-08-02,Jordanchester,0,0,0,1,1,1,0
398,364,408,6032.56,2024-05-31,Petersonhaven,1,0,0,1,0,1,0
855,366,638,130.14,2024-04-23,Vangtown,0,0,0,0,0,1,1
394,368,761,5704.79,2024-03-01,New Anthony,0,0,0,0,0,0,0
